doctor,doctor_type,name,text
"Dr. Shannon Connolly, DC",Chiropractor,"William G., verified patient","Very thorough, listed to all my concerns and pinpointed my discomfort.  Really helpful session and will definitely be going back!"
"Dr. Shannon Connolly, DC",Chiropractor,Initials hidden,"Dr Shannon is a miracle worker! After each visit I feel relaxed, like I just finished up a spa appointment. Thank you, Dr Shannon!"
"Dr. Shannon Connolly, DC",Chiropractor,Initials hidden,
"Dr. Shannon Connolly, DC",Chiropractor,Initials hidden,"She was very friendly, attentive to my concerns, and was able to ask all my questions. "
"Dr. Shannon Connolly, DC",Chiropractor,"Trasaya C., verified patient",She was great! Very personable. 
"Dr. Shannon Connolly, DC",Chiropractor,"Kim G., verified patient",
"Dr. Shannon Connolly, DC",Chiropractor,"Jared W., verified patient","She was very nice, and very professional. She showed me around the office and she made jokes and kept me entertained and explained everything fully. Definitely recommend!! "
"Dr. Shannon Connolly, DC",Chiropractor,"Francesca S., verified patient",
"Dr. Shannon Connolly, DC",Chiropractor,"Ahmed E., verified patient",
"Dr. Shannon Connolly, DC",Chiropractor,Initials hidden,
"Dr. Shannon Connolly, DC",Chiropractor,"Amanda B., verified patient",
"Dr. Shannon Connolly, DC",Chiropractor,"Jessica S., verified patient",
"Dr. Shannon Connolly, DC",Chiropractor,Initials hidden,
"Dr. Shannon Connolly, DC",Chiropractor,"Kelly P., verified patient",
"Dr. Shannon Connolly, DC",Chiropractor,"Yocasta S., verified patient",
"Dr. Shannon Connolly, DC",Chiropractor,"Alper D., verified patient",
"Dr. Shannon Connolly, DC",Chiropractor,"Madeline M., verified patient",
"Dr. Shannon Connolly, DC",Chiropractor,Initials hidden,
"Dr. Shannon Connolly, DC",Chiropractor,Initials hidden,
"Dr. Shannon Connolly, DC",Chiropractor,Initials hidden,
"Dr. Shannon Connolly, DC",Chiropractor,"Elaina G., verified patient",
"Dr. Shannon Connolly, DC",Chiropractor,"Craig Z., verified patient",
"Dr. Shannon Connolly, DC",Chiropractor,"Regina R., verified patient",
"Dr. Shannon Connolly, DC",Chiropractor,"Debrine W., verified patient",
"Dr. Shannon Connolly, DC",Chiropractor,"Elaina G., verified patient",
"Dr. Shannon Connolly, DC",Chiropractor,Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Celeste W., verified patient",
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Ardita L., verified patient","Great technician and amazing experience with Dr. Reddy. He's extremely friendly, professional & knowledgeable. "
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Sasitorn I., verified patient","I had eye stys 3 times and went to other doctors. Nothing worked.
Dr. Reddy treatment was very effective and they have been gone!!
I will def go back to see him again with any eye problems."
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Latricia T., verified patient","He was very professional, caring, honest and friendly. Honesty is very appointment to me and he was compassionate."
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Sasitorn I., verified patient",
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,The reception woman was not the nicest person  to deal with but the doctor and his medical team were excellent. I would recommend utilizing Dr. Reddy. 
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,"Excellent care!  Fast, professional, thoughtful and thorough.  Will recommend to friends and family.    "
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,"After doing a careful and extensive exam, Dr. Reddy explained the cause of my condition and treatment options in detail. He spent a lot of time answering my questions. This doctor is very attentive and clearly cares about his patients.  Highly recommend."
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,"Dr. Reddy is wonderful!!!!!!
Very kind, thorough, and caring.
Never rushes through an exam is always willing to talk things over."
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,"Dr. Reddy is wondeful! Very thorough and attentive.
"
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Gina G., verified patient",Everyone was very professional and thorough - this is definitely my eye doctor going forward. The office is pristine. Dr. Reddy was very gentle and spent a good amount of time with me talking through my eye issues and offering solutions. A really great experience overall. 
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Nathan F., verified patient","I felt Dr Reddy, is outstanding caring, gentle,  through, and he explained everything very carefully.  I would certainly send me children or any other members of my family to him"
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Christopher R., verified patient","Very friendly and knowledgeable, and the staff helped me resolve a referral issue directly. thanks!"
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,"My visit was an emergency so while I had to wait since I didn't have an appointment, I was seen promptly once Dr. Reddy became available. As always, Dr. Reddy was professional and pleasant. I would recommend him to anyone who needs an eye doctor! "
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Daniel D., verified patient",Dr. Reddy was an excellent doctor.  He had done a very thorough examination on my eyes and is very knowledgable and professional in his fieldwork.  Would highly recommend with out reservation! 
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,"Great doctor, great bed side manor. "
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Jennifer Y., verified patient","Dr Reddy is great - fantastic bedside manner, very knowledgable and helpful.  Took a lot of time to examine and explain the issue with my eyes.  Answered all my questions, did not rush, etc.  highly recommended!"
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,Really helped me target and attack what i was looking for on my vision.
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Kevin C., verified patient","I went to Dr. Reddy for a routine contact lenses exam, and I found out there that he is a plastic eye surgeon and doesn't normally perform that exam. However, he was very courteous and provided me an exam, a prescription, and medical advice."
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,Dr. Reddy was extremely conscientious and pleasant. He gave me the most thorough eye examination in my life. I would recommend him to all my friends..
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Vijayalakshmi M., verified patient","Oh he was perfect! Any day I would recommend him for any eye-related problems. A very nice, friendly manner and above all a highly logical person - a trait I value very much."
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Neerav S., verified patient",He explains your situation and what could have caused you this. Explains the various options available to you and their respective consequences. Very personable and nice human being.
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Joan S., verified patient",
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Denita W., verified patient",
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Chelsea R., verified patient",
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Crystal L., verified patient",
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Claudia M., verified patient",
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Devraj G., verified patient",
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Joerg A., verified patient",
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Sammuel R., verified patient",
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon","Kaitlyn J., verified patient",
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Harsha Reddy, MD","Oculoplastic Surgeon, Ophthalmologist, Ophthalmic Plastic, Orbital & Reconstructive Surgeon",Initials hidden,
"Dr. Edward Jew, MD",OB-GYN,"Michelle C., verified patient",
"Dr. Edward Jew, MD",OB-GYN,"Ash G., verified patient",Dr. Jew was great! Not really a wait and everything was straightforward. No complaints and usually I’m picky about doctors 
"Dr. Edward Jew, MD",OB-GYN,"Courtney B., verified patient",He’s kind and thorough. A great experience all around! 
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,"Dr. Jew is a great clinician. Excellent bedside manner, takes the time to explain things. Ancillary staff polite and respectful. Am returning for annual exam soon."
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,First time patient.  Dr. Jew was very pleasant. Happy I chose him. No complaints. 
"Dr. Edward Jew, MD",OB-GYN,"Danielle B., verified patient","Amazing physician excellent communication and very easy to talk too.  I would refer to co-workers, friends and family. White glove service. He also has an amazing team!"
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,Bit rushed
"Dr. Edward Jew, MD",OB-GYN,"Adriana L., verified patient",Couldn't be happier with Dr. Edward Jew. 
"Dr. Edward Jew, MD",OB-GYN,"Joan B., verified patient",He was great to talk to.  He listened.  I felt very comfortable with him.  I wish I had found Dr. Jew years ago!
"Dr. Edward Jew, MD",OB-GYN,"Meagan M., verified patient","Great doctor, very professional and efficient!"
"Dr. Edward Jew, MD",OB-GYN,"Vanessa P., verified patient",Love him. Will never change!
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,"Cannot recommend Dr Jew enough. He is always pleasant and friendly, very attentive and seems very attentive to his patients overall health and happiness. His nursing staff are all very cheerful and professional. "
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,the office was beautiful and team very nice. everything was quick and easy and the results portal convenient.
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,"Great appointment. Was taken in immediately, staff and office were very nice. Dr. Jew was great and knowledgable. I felt a little rushed. "
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,"Im super happy with my experience ! Dr. Jew and the staff were really professional, friendly and quick! The clinic is beautiful and clean.  I had an appointment at 2 and was out of there by 2:07 exactly! Would recommend! "
"Dr. Edward Jew, MD",OB-GYN,"Latanya P., verified patient",
"Dr. Edward Jew, MD",OB-GYN,"Nicole M., verified patient",
"Dr. Edward Jew, MD",OB-GYN,"Courtney B., verified patient",Dr. Jew is an incredible doctor. 
"Dr. Edward Jew, MD",OB-GYN,"Lauren P., verified patient",
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,"great, but the wait was about an hour.."
"Dr. Edward Jew, MD",OB-GYN,"Katherine T., verified patient","The staff is kind, competent and thorough, as is Dr. Jew. 

Very clean appealing office.

I'd recommend Dr. Jew and the office as a whole to anyone!

"
"Dr. Edward Jew, MD",OB-GYN,"Jennifer A., verified patient",Dr Jew delivered my two children he is a very good doctor and open minded to all types of deliveries from C-section to mid-wives.  I highly recommend him.
"Dr. Edward Jew, MD",OB-GYN,"Michelle C., verified patient","Dr. Jew was very friendly and professional. He was quick, thorough, and very personable. "
"Dr. Edward Jew, MD",OB-GYN,"Yessika P., verified patient",
"Dr. Edward Jew, MD",OB-GYN,"Rachelle M., verified patient","I love Dr.Jew He have been my doctor since I was 14 years old , I know my knowledge with my body  is safe with him "
"Dr. Edward Jew, MD",OB-GYN,"Lindsay S., verified patient","All the staff and Dr. Jew were some of the nicest I've encountered in an NYC doctor's office. Although I had to wait in hour, I would go back because of Dr. Jew's friendliness and the helpful manner of the staff."
"Dr. Edward Jew, MD",OB-GYN,"Anne M., verified patient","Dr Jew was wonderful. After such a hassle to find a doctor who took my insurance,  it was a welcome surprise to find a doctor who was pleasant, made me feel comfortable, and answered any and all questions I had. 10/10 would recommend. "
"Dr. Edward Jew, MD",OB-GYN,"Siobhan D., verified patient",
"Dr. Edward Jew, MD",OB-GYN,"Sasha R., verified patient","The location was super convenient from my work and the location and office setting was wonderful 
As for the bedside manner very professional and very informative 
Most definitely will recommend this dr "
"Dr. Edward Jew, MD",OB-GYN,"Careyanne D., verified patient",I've seen Dr. Jew for years and appreciate his continued care.
"Dr. Edward Jew, MD",OB-GYN,"Rita W., verified patient",Dr Jew was efficient and quick.  He was gentle and took the time out to not  only answer  my questions but a few my daughter had also. 
"Dr. Edward Jew, MD",OB-GYN,"Ana P., verified patient","This is the best New York doctor's experience I have ever had.  Dr. Edward Jew, MD was really lovely.  His bedside manner is sweet and kind, and I felt very confident in his abilities.  Will absolutely keep him as my doctor.  
"
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,"I have been a patient of Dr. Jew for about 10 years. I have had a GYN surgery performed by Dr. Jew as well as went thru 2 prenatal care and healthy deliveries!  Dr. Jew is an amazing practitioner, extremely knowlegable with great personality and bedside manner! "
"Dr. Edward Jew, MD",OB-GYN,"Samantha S., verified patient","Thoughtful, kind and knowledgable doctor! "
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,"I followed Dr. Jew to his new location because I find him to be an incredible doctor.  He's very invested in his patients, cares so much about your health and well-being, and is so nice.  The office staff is also wonderful.  

Highly recommend!"
"Dr. Edward Jew, MD",OB-GYN,"Sandra S., verified patient",It was pleasant 
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,Dr. Jew has been my doctor for years. He is the most caring Doctor and listens to the patient always. 
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,It was great!
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,"This was my first time seeing a male OBGYN and my first time seeing an OBGYN in New York City. Dr. Jew was very thorough and kind, I would highly reccomend him. "
"Dr. Edward Jew, MD",OB-GYN,"Titilola A., verified patient",Great doctor! Would recommend!
"Dr. Edward Jew, MD",OB-GYN,"Jessica E., verified patient",Great doctor very knowledgeable 
"Dr. Edward Jew, MD",OB-GYN,"Harriett F., verified patient",Dr. Jew is a great prossional and has a great bedside manner.  I recommend him as a Gynecologist. 
"Dr. Edward Jew, MD",OB-GYN,"Theresa H., verified patient",Great appointment.
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,"Dr. Jew is quick, kind, and gentle. "
"Dr. Edward Jew, MD",OB-GYN,"Kristen V., verified patient",
"Dr. Edward Jew, MD",OB-GYN,"Delilah P., verified patient",
"Dr. Edward Jew, MD",OB-GYN,"Joan B., verified patient",
"Dr. Edward Jew, MD",OB-GYN,Initials hidden,
"Dr. Edward Jew, MD",OB-GYN,"Rebecca S., verified patient",
"Dr. Edward Jew, MD",OB-GYN,"Heather S., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,Dr. Sekhri is amazing and fantastic
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Jamel C., verified patient",Dr Priya are the best very gentle in your mouth an always making sure your doing well an not in no pain she gives you the best options to choose  when it comes to making a decision ASAP
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,"Dr Patel was very pro, gave useful explanations (but not too much ^^) and was very very gentle."
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Reena A., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Giavanna G., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Scott M., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Sidra B., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Emily C., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Josue F., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Lisa K., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","William R., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Justin S., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Anne-marie C., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Gitana S., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Aditi D., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Brett Q., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Erica D., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Matthew S., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Marcia D., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Jeremy C., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Whitney H., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Allen V., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Ashley S., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Adam K., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist","Marie M., verified patient",
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Priya Sekhri, DMD","Dentist, Cosmetic Dentist",Initials hidden,
"Dr. Shweta Verma, DDS",Dentist,"Elena N., verified patient",
"Dr. Shweta Verma, DDS",Dentist,"Elizabeth W., verified patient","Visit went well, the man who cleaned my teeth was super friendly. I couldn't afford a follow-up treatment and she was willing to cut me a deal but I declined for the time being. I'd recommend."
"Dr. Shweta Verma, DDS",Dentist,"Anil M., verified patient",Shweta is awesome. Very good advice. Will visit again. 
"Dr. Shweta Verma, DDS",Dentist,Initials hidden,Very nice visit. Office is clean and feels very welcoming. Everyone is very nice and the Dentist is very knowledgeable and easy to talk to. She gladly answered all my questions. 
"Dr. Shweta Verma, DDS",Dentist,Initials hidden,Very positive experience. Literally the best Dentist and Staff. This practice blew me away. 
"Dr. Shweta Verma, DDS",Dentist,"Geri C., verified patient",This was easily the best dental office/cleaning I have ever been to. I simultaneously want to sing their praises from the roof tops and keep it a secret.
"Dr. Shweta Verma, DDS",Dentist,"Ruchi N., verified patient",
"Dr. Shweta Verma, DDS",Dentist,"Syeda T., verified patient",
"Dr. Shweta Verma, DDS",Dentist,"Anthony L., verified patient",Very accommodating staff!
"Dr. Shweta Verma, DDS",Dentist,"Mat B., verified patient",Wonderful experience. Dr. Verma was very informative and pleasant. 
"Dr. Shweta Verma, DDS",Dentist,"Jennifer P., verified patient",Dr. Verma was really great.  I had a filling pop off and she was wonderful at answering all my questions and putting me at ease.  All the supporting staff was fantastic as well.  
"Dr. Shweta Verma, DDS",Dentist,Initials hidden,Very professional and clearly took her time with the work. 
"Dr. Shweta Verma, DDS",Dentist,"Carlina S., verified patient",Dr. Verma was very sweet and made sure that I was taken care of in every possible way!
"Dr. Shweta Verma, DDS",Dentist,"Cassandra M., verified patient",
"Dr. Shweta Verma, DDS",Dentist,"Isaac R., verified patient","I went in to fill in a chipped tooth. Dr Verma not only filled the chip, but was meticulous in figuring out why it happened and ensuring it didn't happen again. I felt very cared for. Her staff was kind and professional as well."
"Dr. Shweta Verma, DDS",Dentist,"Dumpit L., verified patient",love her!  very informative and really caring.  went out of her way to personally call me as she says she does all her patients for followup.  would recommend. 
"Dr. Shweta Verma, DDS",Dentist,Initials hidden,
"Dr. Shweta Verma, DDS",Dentist,"Steven R., verified patient","Doctor Verma is a thorough professional, but retains an open demeanor to invite questions. I felt assured that I was getting good care. The office staff takes the time to explain the medical as well as financial aspects of the dental work."
"Dr. Shweta Verma, DDS",Dentist,"Quinn S., verified patient",An excellent visit. Incredibly professional and knowledgeable. I found this office on zoc doc and this was one of the better decisions I made. Go to holistic dentistry!
"Dr. Shweta Verma, DDS",Dentist,"Patrick N., verified patient","Shweta was amazing! I had a lot of questions and concerns regarding pain in my jaw before booking this appointment, but Shweta answered all of them and was very reassuring. I highly recommend this dentist as they are quick, thorough, and very nice!"
"Dr. Shweta Verma, DDS",Dentist,"Steven R., verified patient",Great dentist. She is far more comprehensive than any dentist I have ever met. The clinic is clean and modern. 
"Dr. Shweta Verma, DDS",Dentist,Initials hidden,"Amazing, she was warm, welcoming and most importantly she was knowledgable. "
"Dr. Shweta Verma, DDS",Dentist,"Karthik Reddy M., verified patient",
"Dr. Shweta Verma, DDS",Dentist,"Michael M., verified patient",Excellent appointment.  Walked me through everything that would happen and executed flawlessly.
"Dr. Shweta Verma, DDS",Dentist,"Laura M., verified patient",I really like this office but it is pretty bad when you arrive before your doctor.
"Dr. Shweta Verma, DDS",Dentist,"Henry C., verified patient","Excellent! Very helpful, friendly and fast."
"Dr. Shweta Verma, DDS",Dentist,"Karen Y., verified patient",
"Dr. Shweta Verma, DDS",Dentist,Initials hidden,Dr. Verma was extremely nice. I highly recommend her.
"Dr. Shweta Verma, DDS",Dentist,"Sunil A., verified patient",The doctor very professional and through. 
"Dr. Shweta Verma, DDS",Dentist,"Malika B., verified patient",Dr Verma is great!! Extremely pleasant and thorough! So happy I found my dentist!!!
"Dr. Shweta Verma, DDS",Dentist,"Steven S., verified patient","I was very impressed at the friendliness of the office staff and Dr. Shweta Verma.  She took her time with me and answered all questions I had, I didn't once feel rushed.  Would recommend to anyone looking for holistic dental cleanings"
"Dr. Shweta Verma, DDS",Dentist,Initials hidden,"Amazing doctor. Makes you feel comfortable and answers all your questions. Very very happy! Does not try to sell you procedures that are not required.

Will definitely recommend her!"
"Dr. Shweta Verma, DDS",Dentist,"Kerri A., verified patient",
"Dr. Shweta Verma, DDS",Dentist,Initials hidden,"She's great and the clinic is very nice and clean. Only thing is the clinic appeared to be covered as ""in network"" through my insurance but when i got there they were ""outside of network"""
"Dr. Shweta Verma, DDS",Dentist,"Thomas H., verified patient",
"Dr. Shweta Verma, DDS",Dentist,"Olivier L., verified patient",Great care and very satisfied with the result. I would recommend Doctor Verma to anyone who is looking for accurate and efficient treatments.
"Dr. Shweta Verma, DDS",Dentist,Initials hidden,Dr. Verma was very informative and gave me options I can work with. It's my first time at this office and it was very welcoming. As a first impression I think she definitely cares about her patients. 
"Dr. Shweta Verma, DDS",Dentist,"Nicole B., verified patient","Clear after-care instructions, amazing bedside manner. She keeps it real but is super kind. Love love love!!!"
"Dr. Shweta Verma, DDS",Dentist,"Nunca A., verified patient",Very informative and everyone involved helped me to feel relaxed and informed. I was able to participate in my treatment plan and feel comfortable moving forward with what was needed. Thanks to the team. 
"Dr. Shweta Verma, DDS",Dentist,"Deirdre A., verified patient",Dr Varma is excellent.  She has replaced two broken caps for me much better than when they were first installed. I cannot  recommend her highly enough!
"Dr. Shweta Verma, DDS",Dentist,"Shakimah H., verified patient",Excellent she always let me know what's going on with my teeth &  gums. Explain everything she's doing while working on my mouth. I would highly recommend Dr. Verma I'm happy with my results. 
